取得日時,取得URL,名称,住所,設立,代表者,事業内容,資本金,従業員数
2025/11/05 12:01:06,https://dairitenboshu.com/syo/9554,グローリージェイピー,東京都北青山 2-7-20猪瀬ビル2F,,,Web制作事業(デザイン・コーディング・CMS組み込み) ネット広告事業(SEO・MEO・リスティング) 風評被害対策事業 システム開発事業(予約システム・CMSカスタマイズ・ECサイト) アプリ開発事業,,
2025/11/05 12:01:06,https://dairitenboshu.com/syo/9555,株式会社イーエス,大阪府大阪市天王寺区生玉前町5－28アンビション三和,1988年,安田猛,駐車場入出庫チェーンゲート製造・販売・施工 駐車場機器類製造・販売・施工 駐車場車両管制システム保守・メンテナンス 駐車場機器類保守・メンテナンス,9400万円,8人
2025/11/05 12:01:06,https://dairitenboshu.com/syo/9556,株式会社グレードインターナショナル,東京都中央区銀座7-5-4,2014年,,,,
2025/11/05 12:01:07,https://dairitenboshu.com/syo/9558,メモリーコードジャパン株式会社,福岡県福岡市中央区天神4-8-25オフィスニューガイアNIKKO天神4F,2009年,山本 鉄也,,3330万円,
2025/11/05 12:01:06,https://dairitenboshu.com/syo/9559,株式会社ミスト,長野県長野市豊野町豊野１２００－１５,,,,,
2025/11/05 12:01:06,https://dairitenboshu.com/syo/9560,株式会社ミスト,長野県長野市豊野町豊野１２００－１５,,,,,
2025/11/05 12:01:06,https://dairitenboshu.com/syo/9562,㈲トライスメディア,東京都立川市柴崎町3-7-25,2001年,高嶋俊文,携帯電話の修理及び買取 業務用カラオケ機器の販売修理,,
2025/11/05 12:01:06,https://dairitenboshu.com/syo/9563,アーキ・メイク合同会社,福岡県北九州市門司区清見2-6-6,,,・壁面装飾（topping）の企画・施工 ・壁面装飾ツールの企画・販売・ワークショップ ・業務用洗剤・芳香、消臭剤・コーティング剤の企画・製造・販売 ・クロスリペアコート・アウターウォッシュライセンス本部 ・ペイントワーク（建築塗装）,,
2025/11/05 12:01:07,https://dairitenboshu.com/syo/9564,有限会社 エコテック,東京都葛飾区青戸1-7-3クサカベパールマンション3-B,2004年,笹崎 和子,主にエコ関連(省エネシステム)の商材を扱っております。 新たな分野での商材として、特殊な発電機を主力商品としております。 モーター等の省エネや新電力(PPS)も行っており、エコ関連の商材を多岐に渡り御提案が可能です。,300万円,5人
2025/11/05 12:01:06,https://dairitenboshu.com/syo/9565,スターティアレイズ株式会社,東京都新宿区西新宿2-3-1モノリスビル19F,2017年,古川 征且,クラウドストレージ関連事業・RPA関連事業,"9,000万円",20人
2025/11/05 12:01:06,https://dairitenboshu.com/syo/9566,スターティアレイズ株式会社,東京都新宿区西新宿2-3-1モノリスビル19F,2017年,古川 征且,クラウドストレージ関連事業・RPA関連事業,"9,000万円",20人
2025/11/05 12:01:06,https://dairitenboshu.com/syo/9567,日本生涯学習協会有限責任事業組合,大阪府大阪市淀川区西中島４丁目１０－４オクムラビル７階,,,,,
2025/11/05 12:01:07,https://dairitenboshu.com/syo/9568,株式会社ミスター通商,東京都板橋区中丸町51-10BROOKS中丸ビル9F,1985年,鈴木常央,生活支援フランチャイズサービス 町の便利屋さんファミリー,1000万円,38人
2025/11/05 12:01:07,https://dairitenboshu.com/syo/9569,株式会社Ｍ２,東京都港区虎ノ門3-10-4,2006年,,健康食品・化粧品小売卸売業,300万円,
2025/11/05 12:01:07,https://dairitenboshu.com/syo/9570,㈲トライスメディア,東京都立川市柴崎町3-7-25,2001年,高嶋俊文,携帯電話の修理及び買取 業務用カラオケ機器の販売修理,,
2025/11/05 12:01:07,https://dairitenboshu.com/syo/9571,ライジングフォース,愛知県名古屋市大須1-7-14,2014年,伊藤,ホームページ制作 印刷物 写真撮影 写真販売,,3人
2025/11/05 12:01:07,https://dairitenboshu.com/syo/9572,東京都新規商談推進協会,東京都渋谷区渋谷2-21-1ヒカリエ8F MOV,2014年,斎藤義隆,東京にある企業を対象とした商談推進のサービスを提供。 現在、企業からの商品提案を受けると、3000円の商品券をもらえるサービスをご提供しております。 サービス名：スーパーベネフィット 契約をしなくても、3000円の商品券がもらえます。商談後、3日以内にご指定の住所へ発送します。,,
2025/11/05 12:01:07,https://dairitenboshu.com/syo/9573,株式会社ナック,東京都新宿区西新宿1-25-1新宿センタービル42F,1971年,吉村 寛,ナックは1971年の創業以来、つねに消費者に向き合う事業を行っています。 安心・安全、便利でおいしいお水を全国にお届けする「クリクラ」。ご家庭やオフィスのおそうじを快適にする「ダスキン」や、お店の環境をいつでもクリーンに保つ「ウィズ」などを展開するレンタル事業。工務店の経営支援のノウハウに加え、太陽光発電システムや省エネ商材の商流をつくる建築コンサルティング事業。 一見、係わり合いがないように見える事業ですが「消費者のお困りごとを担う」というコンセプトでつながっています。 ナックは、毎日の生活でよりお役に立てるように、「暮らし」と「住まい」の事業を積み重ねてきました。そしてこれからも、お客様の毎日を幅広く支える企業を目指します。,670000万円,
2025/11/05 12:01:07,https://dairitenboshu.com/syo/9574,株式会社スリーエス,沖縄県浦添市宮城4-13-2,,,,,
2025/11/05 12:01:07,https://dairitenboshu.com/syo/9575,株式会社ナック,東京都新宿区西新宿1-25-1新宿センタービル42F,1971年,吉村 寛,ナックは1971年の創業以来、つねに消費者に向き合う事業を行っています。 安心・安全、便利でおいしいお水を全国にお届けする「クリクラ」。ご家庭やオフィスのおそうじを快適にする「ダスキン」や、お店の環境をいつでもクリーンに保つ「ウィズ」などを展開するレンタル事業。工務店の経営支援のノウハウに加え、太陽光発電システムや省エネ商材の商流をつくる建築コンサルティング事業。 一見、係わり合いがないように見える事業ですが「消費者のお困りごとを担う」というコンセプトでつながっています。 ナックは、毎日の生活でよりお役に立てるように、「暮らし」と「住まい」の事業を積み重ねてきました。そしてこれからも、お客様の毎日を幅広く支える企業を目指します。,670000万円,
2025/11/05 12:01:07,https://dairitenboshu.com/syo/9576,アイレック株式会社,東京都千代田区麹町6-6-2番町麹町ビルディング5階,2024年,櫟本亮二,採用サイト支援サービス「iRec（アイレック）」の提供 採用ブランディング支援,3000万円,
2025/11/05 12:01:07,https://dairitenboshu.com/syo/9577,株式会社 Three Peace,東京都町田市原町田6-18-13サニーサイドビル5階C号室,2006年,佐々木 聡,中古パソコン販売業,"1,000万円",3人
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9578,エコ・フロンティア株式会社,大阪府大阪市中央区西心斎橋1-1-11,2016年,加好 洋一,省エネルギー推進事業 ・空調用省エネ機器「α-HT1000」 ・LED照明機器（全メーカー対応しております） ・太陽光発電 ・デマウンドコントロール ・蓄電池 It will deliver a valuable energy saving 価値ある省エネをお届けします,100万円,5人
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9579,株式会社サブライムデザイン,東京都新宿区高田馬場1-17-16 中村ビル３Ｆ,2008年,,,2600万円,30人
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9580,株式会社 NEXT HEART,奈良県奈良市中登美ヶ丘1-1994-3 D17-105,2012年,山本 貴久,身の回りの要望を紹介するだけ。営業ノルマ等は一切ありません。例えば、ご友人がお車をぶつけて修理がしたい！ついでに車検も！なんて話を聞いた際はご紹介ください。結婚式で、ゴスペルの演出がしたいという方がいらっしゃいましたらご紹介ください。HPを作成したいという方がいましたらご紹介ください。身の回りの、何かをしたいというご依頼を紹介頂くのがお仕事です。このビジネスは、基本的には自分の周りの友人知人の間で仕事を回しあい、お互いを助け合いながらビジネスをすることを目的としています。ノルマや押し付けもありません。要望があり、納得がいった場合のみビジネス成立となります。ビジネスの場では紹介料を支払うのは当然の事ですが、知り合いの間柄では紹介したからと言ってお金を取るわけにはいきません。ビジネス報酬は、友人から頂くのではなく、仕事を紹介してあげた業者様よりお礼としていただくのがこの副業のシステムになります。 また、営業はしないでください。営業をしなくても、自然に要望があればそれを繋げるだけの話。何気ない会話から、誰でも「あそこのお店がいいよ」とか、情報を与えたり、もらったりします。仕事が正確で適正価格、若しくは他店よりリーズナブルなら紹介した方も喜ばれます。紹介された側もお財布に優しければ嬉しいですよね。,500万円,2人
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9581,サクセスキューブ株式会社,宮崎県児湯郡川南町平田3087-1,2008年,秋田秀一,南九州の宮崎からシリカ水を通販しています。宮崎県小林市の天然のもシリカ水です。井戸（深さ）の違いから２種類のシリカ水を取り扱っています。,1000万円,2人
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9582,株式会社オフィスグローヴ,東京都千代田区神田神保町2-7-3神保町NKビル7階,2001年,四宮 久視子,業務請負業 通信関連に特化しています。,5550万円,
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9583,株式会社オフィスグローヴ,東京都千代田区神田神保町2-7-3神保町NKビル7階,2001年,四宮 久視子,業務請負業 通信関連に特化しています。,5550万円,
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9584,株式会社 自家おんせん,京都府京都市山科区四ノ宮小金塚８番地203,2016年,脇本孝敏,家庭用ミネラル健康温浴器 温寿 の販売・レンタリース事業を創業しています。 本事業のコンセプトは、「健康の根幹は入浴にあり。冷えはあなたを壊し寿命を奪う」です。中高年層の健康寿命延伸には温泉浴が有効で「自宅で湯治」を推奨して温寿の温泉浴効用を普及する事業です。 年商は、モニター契約20件からの継続収入の合計です。,100万円,3人
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9585,株式会社 池商,新潟県新潟市江南区亀田大月２丁目４６５番地５,2003年,池田 史郎,自転車メーカーとしてMYPLLAS/Tonino Lanborghini/GRAPHISブランドで自転車を製造・輸入・販売 株式会社 池商として自転車の販売の他に・RAMASU/MASAIブランドとして小物家電品の製造・輸入・販売を行っています。また関連会社によるインターネットでの販売を行っています。,1000万円,30人
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9586,一般社団法人 生活支援事業振興会,東京都港区浜松町２－２－１５ダイヤビル２階,1989年,,人、物、場所、空間、なんでもプロデュース 独立・起業から既存事業について幅広く対応できます。 Google&Yahoo! 検索１位 ■事業の考案・企画・構成・実施・実行すべて ■独立・起業・開業について全般の請負 ■フランチャイズ・代理店の相談から実施 ■営業代行・宣伝広告の制作から代行 ■資金・投資・融資についての相談と実施 などなど、、、ビジネスに関することなら何でも！ お気軽にご相談下さい。,,
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9587,株式会社 池商,新潟県新潟市江南区亀田大月２丁目４６５番地５,2003年,池田 史郎,自転車メーカーとしてMYPLLAS/Tonino Lanborghini/GRAPHISブランドで自転車を製造・輸入・販売 株式会社 池商として自転車の販売の他に・RAMASU/MASAIブランドとして小物家電品の製造・輸入・販売を行っています。また関連会社によるインターネットでの販売を行っています。,1000万円,30人
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9588,WOO-EAST株式会社,東京都中央区日本橋小伝馬町１７-１３第９堀ビル４階,2019年,北條 雅弘,～水素水よりも高濃度な水素ガス吸入器の取扱い～ 水素は「飲む」時代から「吸入」する時代へ 「水素ガス吸入による血流変化とゴースト血管再生の体験で実感！」 ≪代理店募集内容≫ 【仕事内容】先ずはご自身で購入体感することからスタートです！ その実体感を元にお客様にも体感をしていただくお仕事です。 ＜主な取扱対象先＞ スポーツジム・フィットネス・加圧トレーニング・美容室・理容・エステ・ネイルサロン 整骨院・鍼灸院・歯科医院・耳鼻咽喉科・調剤薬局・学校（運動部）・健康ランド 一般家庭など・・・・・ 【勤務地】全国エリア 【勤務時間】自由（本業・副業） 【収入】完全出来高 【待遇】面談時に打合せ 【休み】自由 【資格】体感購入 【フォロー体制】研修あり・チラシ（パンフ）あり 【応募方法】応募受付⇒面談⇒採用 【面接日】随時 【採用担当者】池田 【担当者からひと言】体感できる商品ですので自信を持って取り扱えます！ 【連絡先】会社：03-3527-2211 携帯：090-6648-5094 ≪企業情報≫ 【企業名】WOO-EAST株式会社 (旧社名：株式会社テクノイースト/設立2015年11月) 【業 種】健康と美容 【代表者】北條 雅弘 【立年月】2019年11月 【資本金】1000万円 【従業員】10名※アルバイト、パート含む 【ホームページ】http://www.woo-east.com,1000万円,10人
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9589,上海高赫進出口有限公司,東京都千代田区大手町1-3-5,1996年,張 春艶,折りたたみ台車の販売委託先求む 当社は紡績設備、台車などの製造、販売会社です。 台車の生産工場は中国上海にある、1996年に設立しました、 売り先は東南アジア、中東、ヨーロッパが中心です。日本楽天市場で人気台車http://item.rakuten.co.jp/5959mammy/4901139204221/#4901139204221 もううちの製品です。価額が優位にある、OEM生産もうできます。 国際標準の技術及び品質要求に対応するためにISO9001：2000品質認証をとれました。 弊社パートナーとして折りたたみ台車を販売いただける販売代理店と販売店を探しています もし仕入れが必要なら、弊社よりご連絡ください,3000万円,30人
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9590,株式会社スリーピース,東京都中央区銀座8-16-5 ６F銀座中央ビル６F,2010年,堤 信弘,広告代理業又は広告業 電気通信業に基づく通信回線利用加入者の募集及び利用権の販売促進に関する業務 飲食店の経営、企画及び経営コンサルティング インターネット等のNetworkシステムを利用した通信販売業 インターネット上のショッピングモールの企画、開設、運用及びそれらのノウハウの提供 インターネットメディア事業 コールセンター業務 上記各号に付帯する一切の事業,900万円,3人
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9591,NEW STANDARD’S株式会社,東京都中央区銀座１－１５－７マック便座ビル２０４,,,,,
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9592,株式会社 池商,新潟県新潟市江南区亀田大月２丁目４６５番地５,2003年,池田 史郎,自転車メーカーとしてMYPLLAS/Tonino Lanborghini/GRAPHISブランドで自転車を製造・輸入・販売 株式会社 池商として自転車の販売の他に・RAMASU/MASAIブランドとして小物家電品の製造・輸入・販売を行っています。また関連会社によるインターネットでの販売を行っています。,1000万円,30人
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9593,一般社団法人 生活支援事業振興会,東京都港区浜松町２－２－１５ダイヤビル２階,1989年,,人、物、場所、空間、なんでもプロデュース 独立・起業から既存事業について幅広く対応できます。 Google&Yahoo! 検索１位 ■事業の考案・企画・構成・実施・実行すべて ■独立・起業・開業について全般の請負 ■フランチャイズ・代理店の相談から実施 ■営業代行・宣伝広告の制作から代行 ■資金・投資・融資についての相談と実施 などなど、、、ビジネスに関することなら何でも！ お気軽にご相談下さい。,,
2025/11/05 12:01:08,https://dairitenboshu.com/syo/9594,株式会社マイソング,東京都渋谷区道玄坂1-12-1渋谷マークシティW22階,2003年,青木 正利,音楽原盤企画・制作 著作権の管理・開発,3000万円,5人
2025/11/05 12:01:09,https://dairitenboshu.com/syo/9595,コンテックジャパン,山口県下関市垢田町1-7-1,2015年,中本浩,LED看板の製作、販売,,
2025/11/05 12:01:09,https://dairitenboshu.com/syo/9596,株式会社ワールドリペア,東京都新宿区天神町66グレースビル神楽坂１Ｆ,2016年,米倉 裕,アルミホイール・木工・革。ボディコーティングの 何でもリペア補修 代理店募集業,500万円,3人
2025/11/05 12:01:09,https://dairitenboshu.com/syo/9597,Future Sky,福岡県福岡市東区箱崎ふ頭３丁目1－15,2015年,,インターネット事業 販売代理店,,
2025/11/05 12:01:09,https://dairitenboshu.com/syo/9598,株式会社エムシースクエア,東京都立川市錦町１丁目２番５号三浦ビル３階,2008年,具志堅満,iPhoneの修理 ソフトウェエア開発,,
2025/11/05 12:01:09,https://dairitenboshu.com/syo/9599,株式会社NONBEE,宮城県仙台市泉区南光台1-46-8,2014年,豊川竜司,定額制レンタルプリンター業 飲食店の経営,,
2025/11/05 12:01:09,https://dairitenboshu.com/syo/9600,株式会社サングリッド,神奈川県川崎市川崎区本町1-8-20陶山ビル402号室,2010年,村上晃敏,情報通信業,210万円,5人
2025/11/05 12:01:09,https://dairitenboshu.com/syo/9601,株式会社Rui-box,福岡県北九州市八幡西区浅川学園台4-1-2 2F,,,水素吸入器ハイドロパワーを企業・店舗様向けに販売しております。 販路拡大のため、九州・四国・中国地方の各県の代理店を募集します。,,
2025/11/05 12:01:09,https://dairitenboshu.com/syo/9602,シュレッダーオフィスサービス株式会社,東京都千代田区平河町1-8-2山京半蔵門パレス803,,浅見慎太郎,シュレッダーの修理／販売等,,
2025/11/05 12:01:09,https://dairitenboshu.com/syo/9603,Witsign株式会社,東京都中央区晴海1-8-10トリトンスクエア オフィスタワーX 23F,2006年,杜 慶捷,個人が利用者であり情報発信者ともなるSNSが急成長した社会環境をタイムリーに捉え、その特性を活かしたコミュニケーションの場を創出。 低コストで効率の良い集客効果を得ることが可能な2種類のサービスを提供しています。 星クーポン：Line・Twitter・Facebook経由で店舗やイベントへ国内客集客 スマートフォンのSNS機能をうまく利用し、柔軟性がある効果より課金の新型クーポン発行システムです。 アイ・トリポン：中国インバウンド客の集客・接客 10億人アクティブユーザーをもつWeChatベースで、中国人観光客向けにPR・集客・接客・決済・コールセンター・越境ECまで、全面的なソリューションです。 在日長い中国人チームメンバー中心で開発したシステムで、効果高い上、日本クライアントが使いやすいシステムです。 初期費用安く、効果より課金する入りやすい価格システムがあります。 600店舗がご利用している実績があるビジネスです。,3000万円,
2025/11/05 12:01:09,https://dairitenboshu.com/syo/9604,株式会社CASK,東京都北区赤羽西4-5-5グランエッグス赤羽105,,,,,
2025/11/05 12:01:09,https://dairitenboshu.com/syo/9605,トリニティコモンズ株式会社,埼玉県上尾市上町１−１−１５市川ビル３FーB,,,,,
2025/11/05 12:01:09,https://dairitenboshu.com/syo/9606,株式会社SPASA,東京都葛飾区新宿5-23-5,1年,中川 真太郎,世界初ノンカフェイン・エナジードリンクのお酒を専売しています。 エナジーアルコールという商標も取得済みです。,,
2025/11/05 12:01:10,https://dairitenboshu.com/syo/9607,キントウンマーケティング株式会社,東京都千代田区丸の内千代田区丸の内一丁目３番４号丸の内テラス4F,2019年,増田 吉信,マンションマーケティング事業 ・NURO通信回線 ・マンション設備 ・24時間安心サポートおとくコンシェルジュ イベントマーケティング事業 ・イベントアウトソーシング セールスパートナー事業 ・飲食店向けデリバリー商材 ・SVOD商材,100万円,158人
2025/11/05 12:01:10,https://dairitenboshu.com/syo/9608,株式会社インデンコンサルティング,京都府京都市中京区三条通烏丸西入ル御倉町85-1KDX烏丸ビル4F,2009年,黒松 高弘,インバウンド総合支援事業 IT・WEBマーケティング事業 システム開発事業 コンサルティング事業,3000万円,134人
2025/11/05 12:01:10,https://dairitenboshu.com/syo/9609,トータルデザインオフィスＡＮＴＥＮ,山口県防府市下右田1,2014年,,個人事業者から中小企業までの事業WEB化コンサルティングサービス ・コンテンツマーケティング支援 ・WEBマーケティング全般 ・デザイン事業,,
2025/11/05 12:01:10,https://dairitenboshu.com/syo/9610,株式会社CASK,東京都北区赤羽西4-5-5グランエッグス赤羽105,,,,,
2025/11/05 12:01:10,https://dairitenboshu.com/syo/9611,.,福岡県福岡市南区大橋1-24-14ラルジュ大橋402,,松里明彦,現在12ヶ国に進出しており日本は13ヶ国目 ■ビジネスプラン・アイデア 世界最大級Eコマース事業キャッシュバック型ビジネスモデルのご提案です。 この度は、一緒にご協力いただけるパートナーを募集いたします。 10月から日本語対応予定のポータブルサイト 日本の加盟店は9月現在でも超優良企業が800社以上 世界全体で13000社以上 世界の一流メーカーや有名ストア、そして人気の小売店などたくさんの加盟店のネットショップでいつものようにお買い物して、更になんと！すべてのお買い物からキャッシュバックが受けられるという今までにない革新的で夢のようなキャッシュバック付きオンラインショッピングサイトです。 さらに！ 有名旅行会社や有名ホテル予約会社などトラベル関連サイトにおいてもホテル、レンタカー、航空券などのお得情報やそれらを利用するとすべてにキャッシュバックがあります。 これまでは、ポイントの還元が平均1～3%程度でしたが、現金キャッシュバックで平均10%、最大30%の還元率です。 ユーザーは、これまでの常識を超え格段に高いメリットを受けられます。 この仕組みを利用したビジネスモデルの提案をします。 大きく分けて3つの報酬プランがあります。 1.アフィリエイト 2.法人営業 3.代理店募集 得意分野だけを取り入れてやっていただいても構いません。 マーケットは全世界の全人口が対象になります。 スケールは大きいですが、やる事は難しくありません。,,
2025/11/05 12:01:11,https://dairitenboshu.com/syo/9612,合同会社PAYCREW,東京都千代田区,2013年,,,,
2025/11/05 12:01:10,https://dairitenboshu.com/syo/9613,ベストウェイ,兵庫県明石市小久保3-3-13,2008年,阪田稔,スマホ用ホームページ制作 婚活塾,,
2025/11/05 12:01:10,https://dairitenboshu.com/syo/9614,株式会社Rui-box,福岡県北九州市八幡西区浅川学園台4-1-2 2F,,,水素吸入器ハイドロパワーを企業・店舗様向けに販売しております。 販路拡大のため、九州・四国・中国地方の各県の代理店を募集します。,,
2025/11/05 12:01:10,https://dairitenboshu.com/syo/9615,コラボル・ジャパン合同会社,東京都中野区新井1-2-9-1535,2016年,,,,
2025/11/05 12:01:10,https://dairitenboshu.com/syo/9616,合同会社ライゼスト,千葉県柏市柏6-4-24柏ビル5Ｆ,2015年,,総合代理店業務,100万円,
2025/11/05 12:01:10,https://dairitenboshu.com/syo/9617,小牧ｈａｐｐｙ ｌｉｆｅ,愛知県小牧市山北町４８ｈａｐｐｙ ｌｉｆｅ,2016年,村瀬 久美子,奇跡の野菜マルンガイリーフの製造卸,,２人
2025/11/05 12:01:11,https://dairitenboshu.com/syo/9618,インディビック,愛知県名古屋市中区新栄1-3-2エムテック東新町ビル5F,,,iPhoneリペア事業,,
2025/11/05 12:01:10,https://dairitenboshu.com/syo/9619,株式会社クラウドサービス,東京都町田市原町田1-13-1,2011年,佃政幸,ホームページ・ネットショップの企画、制作、集客、保守業務 ＩＴに関するコンサルタント業務 ＷＥＢ広告（リスティング広告、SEO対策等）のサポート業務 クラウドコンピューティング（ＡＳＰ、ＳａａＳ）のサポート業務 レンタルサーバーのサポート業務 システム・ハードウェア・ソフトウェアのサポート業務 インターネットを活用した販売代行業務 ポータルサイトの運営業務,500万円,10人
2025/11/05 12:01:11,https://dairitenboshu.com/syo/9620,株式会社iREAF,千葉県船橋市前原西1-23-5リニエージ泰和5F,2014年,井上泰伸,Googleストリートビュー公式認定パートナーとして、 全国に営業活動を行っております。,1000万円,30人
2025/11/05 12:01:11,https://dairitenboshu.com/syo/9621,FTエナジー株式会社,東京都千代田区麹町二丁目2番22号ＡＣＮ半蔵門ビル10階,2016年,恩田英久,電力小売事業（小売電気事業者 登録番号A0347） 再生可能エネルギー発電設備の販売事業 省エネ商材の販売事業,16000万円,11人
2025/11/05 12:01:11,https://dairitenboshu.com/syo/9622,株式会社キュボス,東京都豊島区巣鴨1－11－5ザスカイタワー7F,,,,,
2025/11/05 12:01:11,https://dairitenboshu.com/syo/9623,株式会社 アスク,神奈川県横浜市青葉区美しが丘1-5-2 エクセル910ビル,1986年,田中 清,会員制の社会人サークル ※イベントの企画・運営 ※結婚情報サービス,1000万円,8人
2025/11/05 12:01:11,https://dairitenboshu.com/syo/9626,株式会社オーガニック,新潟県佐渡市市野沢138,2016年,折田しおり,清涼飲料水の 販売 及び 生産 医療器機の 販売 レンタル,300万円,20人
2025/11/05 12:01:11,https://dairitenboshu.com/syo/9627,株式会社アクアノエル,東京都千代田区神田北乗物町18神田東栄ビル3F,,,,,
2025/11/05 12:01:11,https://dairitenboshu.com/syo/9628,グローリージェイピー,東京都北青山 2-7-20猪瀬ビル2F,,,Web制作事業(デザイン・コーディング・CMS組み込み) ネット広告事業(SEO・MEO・リスティング) 風評被害対策事業 システム開発事業(予約システム・CMSカスタマイズ・ECサイト) アプリ開発事業,,
2025/11/05 12:01:11,https://dairitenboshu.com/syo/9629,有限会社アーベインクルー,東京都世田谷区豪徳寺一丁目20番7号,1995年,,1) 総合経営コンサルティング 2) 各種企業研修 3) 講演事業等マネジメント及びシナリオプランニングに関するワークショップの展開 4) 個人の潜在能力調査等アビリティアセスメントの実施 5) 企業組織風土変革コンサルティング,,
2025/11/05 12:01:11,https://dairitenboshu.com/syo/9630,株式会社Rui-box,福岡県北九州市八幡西区浅川学園台4-1-2 2F,,,水素吸入器ハイドロパワーを企業・店舗様向けに販売しております。 販路拡大のため、九州・四国・中国地方の各県の代理店を募集します。,,
2025/11/05 12:01:12,https://dairitenboshu.com/syo/9631,株式会社エス・ケイ通信,東京都新宿区西新宿4丁目15-3 住友不動産西新宿ビル3号館3階(受付)・4階,2000年,廣瀨勝司,WEBマーケティング事業 O2O事業 モバイルソリューション事業,3000万円,200人
2025/11/05 12:01:11,https://dairitenboshu.com/syo/9632,株式会社エス・ケイ通信,東京都新宿区西新宿4丁目15-3 住友不動産西新宿ビル3号館3階(受付)・4階,2000年,廣瀨勝司,WEBマーケティング事業 O2O事業 モバイルソリューション事業,3000万円,200人
2025/11/05 12:01:12,https://dairitenboshu.com/syo/9633,ウラカタ事務局,東京都大田区池上2-13-1,2016年,祝井理恵子,【事業内容】 ・タレントキャスティング ・SNSアカウント運用 ・インフルエンサーマーケティング ・アフィリエイト ・ウェブ広告運用 ・タオバオ出品代行 ・wechat weiboアカウント運用 ・ウェブ制作,300万円,4人
2025/11/05 12:01:12,https://dairitenboshu.com/syo/9634,株式会社ライチェ,大阪府大阪市中央区徳井町2-4-14,2008年,,,,
2025/11/05 12:01:12,https://dairitenboshu.com/syo/9635,株式会社ライトノット,東京都国立市西2-19-6第4村上ビル341,,,,,
2025/11/05 12:01:12,https://dairitenboshu.com/syo/9636,有限会社ビジネス・クリエーション・サービス,滋賀県野洲市小篠原 (登記住所),1997年,植出良一,クレジットサービスの開発 1994年 クレジットカードの10%キャッシュバックサービスを開始 1997年 クレジットの共通ポイントシステム 2001年 バーコードを使った携帯電話サービスを開始 2009年 特許 会員管理システムおよび方法,300万円,1 関連会社除く人
2025/11/05 12:01:12,https://dairitenboshu.com/syo/9638,株式会社ビットチューブ,兵庫県西宮市南昭和町9-14 1F,2016年,横山琢人,弊社はフィンテック関連事業を行うベンチャー企業です。 仮想通貨をやり取りすることができる次世代SNSサービスを開発して、現在、来年公開予定の新規サービス、「BIT-TUBE（ライブ映像配信システム）」の事前ユーザーを募集中です。 BIT-TUBEとは、リアルタイムで視聴者から配信者へ仮想通貨を送ることができる斬新なシステムであり、コミュニケーションの場において、多種多様な使い方が想定される大変ユニークなSNSアプリです。 また、ユーザーに事前登録をおすすめするため、BTU（ビットチューブコイン）をお得な料金にてプレセールしており、投資案件としても大変魅力のあるサービスとしてご紹介しています。,500万円,10人
2025/11/05 12:01:12,https://dairitenboshu.com/syo/9639,株式会社花鳥風月,東京都千代田区神田岩本町1-1岩本町ビル71号室,2015年,,秋葉原やカルチャーをメインとしたフリーペーパーやイベント企画会社です。 100ページを超えるフリーペーパーと約100件の秋葉原のクライアント、メイドさんやアイドル・レイヤーを使用したSNS連動取材がうりです。,,
2025/11/05 12:01:12,https://dairitenboshu.com/syo/9640,合同会社ＳＤＣ,東京都品川区南大井3-16-1-9F,2016年,佐藤健次,求人広告代理業,,
2025/11/05 12:01:12,https://dairitenboshu.com/syo/9641,株式会社シマジュー,栃木県小山市天神町パークマンション天神106号,2015年,島尻則章,太陽光発電・蓄電池・リフォーム等の販売施工,99万円,３人
2025/11/05 12:01:12,https://dairitenboshu.com/syo/9642,ライド株式会社,東京都千代田区一番町5番地アトラスビル3階,2004年,橋爪 英仁,ホスティング事業／レンタルサーバー、独自ドメインの運営管理 プロバイダ事業／インターネットへの接続サービスの提供 情報セキュリティ事業／SSL証明書の提供 クラウドサービス事業／クラウドサービスの提供 サポート事業／インターネットサービスの電話サポート業務,5000万円,
2025/11/05 12:01:12,https://dairitenboshu.com/syo/9643,株式会社イー・ビジョン,東京都新宿区新宿5-17-17渡菱ビル６F,2000年,酒谷信佳,WEBサービスの企画・開発・販売,,
2025/11/05 12:01:12,https://dairitenboshu.com/syo/9644,株式会社エリアネットワーク東海,静岡県沼津市高島町4-15江藤ビル2Ｆ,2014年,村松 恭昌,電力コンサルティング 通信回線,100万円,6人
